date,dollar_exchange_rate,day_name,month_name,day,month,year,daily_change,monthly_change,yearly_change
2001-11-28,13.9,Wednesday,November,28.0,11.0,2001.0,0.0,-1.0676156583629919,
2001-11-29,13.9,Thursday,November,29.0,11.0,2001.0,0.0,-1.0676156583629919,
2001-11-30,13.9,Friday,November,30.0,11.0,2001.0,0.0,-1.0676156583629919,
2001-12-03,13.9,Monday,December,3.0,12.0,2001.0,0.0,-1.0676156583629919,
2001-12-04,13.9,Tuesday,December,4.0,12.0,2001.0,0.0,-1.0676156583629919,
2001-12-05,13.9,Wednesday,December,5.0,12.0,2001.0,0.0,-1.0676156583629919,
2001-12-06,13.9,Thursday,December,6.0,12.0,2001.0,0.0,-1.0676156583629919,
2001-12-07,13.9,Friday,December,7.0,12.0,2001.0,0.0,-1.0676156583629919,
2001-12-10,14.0,Monday,December,10.0,12.0,2001.0,0.7194244604316521,0.0,
2001-12-11,14.0,Tuesday,December,11.0,12.0,2001.0,0.0,0.0,
2001-12-12,14.0,Wednesday,December,12.0,12.0,2001.0,0.0,0.0,
2001-12-13,14.0,Thursday,December,13.0,12.0,2001.0,0.0,0.0,
2001-12-14,14.0,Friday,December,14.0,12.0,2001.0,0.0,0.0,
2001-12-17,13.95,Monday,December,17.0,12.0,2001.0,-0.3571428571428622,-0.3571428571428622,
2001-12-18,13.95,Tuesday,December,18.0,12.0,2001.0,0.0,-0.3571428571428622,
2001-12-19,13.95,Wednesday,December,19.0,12.0,2001.0,0.0,-0.3571428571428622,
2001-12-20,14.15,Thursday,December,20.0,12.0,2001.0,1.433691756272409,1.071428571428574,
2001-12-21,14.45,Friday,December,21.0,12.0,2001.0,2.120141342756176,3.214285714285709,
2001-12-24,14.45,Monday,December,24.0,12.0,2001.0,0.0,3.214285714285709,
2001-12-26,14.175,Wednesday,December,26.0,12.0,2001.0,-1.9031141868512014,1.612903225806462,
2001-12-27,14.325,Thursday,December,27.0,12.0,2001.0,1.0582010582010482,3.0575539568345245,
2001-12-28,14.5,Friday,December,28.0,12.0,2001.0,1.2216404886562005,4.316546762589925,
2001-12-31,14.6,Monday,December,31.0,12.0,2001.0,0.6896551724137907,5.035971223021578,
2002-01-02,14.6,Wednesday,January,2.0,1.0,2002.0,0.0,5.035971223021578,
2002-01-03,14.75,Thursday,January,3.0,1.0,2002.0,1.0273972602739752,6.115107913669062,
2002-01-04,14.85,Friday,January,4.0,1.0,2002.0,0.6779661016949128,6.834532374100714,
2002-01-07,14.675,Monday,January,7.0,1.0,2002.0,-1.1784511784511713,5.5755395683453255,
2002-01-08,14.35,Tuesday,January,8.0,1.0,2002.0,-2.2146507666098882,3.237410071942441,
2002-01-09,14.3,Wednesday,January,9.0,1.0,2002.0,-0.3484320557491215,2.142857142857148,
2002-01-10,14.3,Thursday,January,10.0,1.0,2002.0,0.0,2.142857142857148,
2002-01-11,14.3,Friday,January,11.0,1.0,2002.0,0.0,2.142857142857148,
2002-01-14,14.3,Monday,January,14.0,1.0,2002.0,0.0,2.142857142857148,
2002-01-15,14.3,Tuesday,January,15.0,1.0,2002.0,0.0,2.142857142857148,
2002-01-16,14.25,Wednesday,January,16.0,1.0,2002.0,-0.3496503496503546,2.1505376344086073,
2002-01-17,14.25,Thursday,January,17.0,1.0,2002.0,0.0,2.1505376344086073,
2002-01-18,14.25,Friday,January,18.0,1.0,2002.0,0.0,2.1505376344086073,
2002-01-21,14.5,Monday,January,21.0,1.0,2002.0,1.7543859649122806,0.3460207612456797,
2002-01-22,14.7,Tuesday,January,22.0,1.0,2002.0,1.3793103448275814,1.7301038062283738,
2002-01-23,14.5,Wednesday,January,23.0,1.0,2002.0,-1.3605442176870701,0.3460207612456797,
2002-01-24,14.5,Thursday,January,24.0,1.0,2002.0,0.0,0.3460207612456797,
2002-01-25,14.5,Friday,January,25.0,1.0,2002.0,0.0,2.2927689594356213,
2002-01-28,14.5,Monday,January,28.0,1.0,2002.0,0.0,0.0,
2002-01-29,14.5,Tuesday,January,29.0,1.0,2002.0,0.0,0.0,
2002-01-30,14.5,Wednesday,January,30.0,1.0,2002.0,0.0,-0.6849315068493127,
2002-01-31,14.5,Thursday,January,31.0,1.0,2002.0,0.0,-0.6849315068493127,
2002-02-01,14.5,Friday,February,1.0,2.0,2002.0,0.0,-0.6849315068493127,
2002-02-04,14.5,Monday,February,4.0,2.0,2002.0,0.0,-2.3569023569023546,
2002-02-05,14.5,Tuesday,February,5.0,2.0,2002.0,0.0,-2.3569023569023546,
2002-02-06,14.5,Wednesday,February,6.0,2.0,2002.0,0.0,-1.1925042589437866,
2002-02-07,14.5,Thursday,February,7.0,2.0,2002.0,0.0,1.0452961672473893,
2002-02-08,14.5,Friday,February,8.0,2.0,2002.0,0.0,1.3986013986013937,
2002-02-13,14.5,Wednesday,February,13.0,2.0,2002.0,0.0,1.3986013986013937,
2002-02-14,14.5,Thursday,February,14.0,2.0,2002.0,0.0,1.3986013986013937,
2002-02-15,14.5,Friday,February,15.0,2.0,2002.0,0.0,1.7543859649122806,
2002-02-18,14.5,Monday,February,18.0,2.0,2002.0,0.0,1.7543859649122806,
2002-02-19,14.7,Tuesday,February,19.0,2.0,2002.0,1.3793103448275814,3.1578947368421004,
2002-02-20,14.95,Wednesday,February,20.0,2.0,2002.0,1.7006802721088436,3.103448275862064,
2002-02-21,15.05,Thursday,February,21.0,2.0,2002.0,0.6688963210702437,2.3809523809523907,
